system:index,Meann
A20001126_0200,"{temperature=-7.037295468978638, total_precipitation=0.025196962752298654, pressure=74397.83643344292, wind_u=3.5967051384708837, wind_v=2.988057265924844, longwave_radiation=234.98757075406593, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.013950139437280839, shortwave_radiation=0.0}"
A20001126_0300,"{temperature=-6.961628516994765, total_precipitation=0.0030524560289366884, pressure=74411.46797995425, wind_u=3.5556840710163757, wind_v=2.9711003120081747, longwave_radiation=247.40348869315534, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.013950139437280839, shortwave_radiation=0.0}"
A20001126_0400,"{temperature=-7.094454131303995, total_precipitation=0.029280426319131914, pressure=74339.28535549602, wind_u=3.3246859209763366, wind_v=3.0780926084435523, longwave_radiation=247.40496092995028, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.017045205290333276, shortwave_radiation=0.0}"
A20001126_0500,"{temperature=-7.227706877985451, total_precipitation=0.01440754894110501, pressure=74267.05660905104, wind_u=3.094048375072481, wind_v=3.184317585664191, longwave_radiation=247.40557196896503, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.017045205290333276, shortwave_radiation=0.0}"
A20001126_0600,"{temperature=-7.3608377281387, total_precipitation=5.8977828091780126E-5, pressure=74194.87423199051, wind_u=2.8630863958914325, wind_v=3.29189800369992, longwave_radiation=240.36819863599973, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.017045205290333276, shortwave_radiation=0.0}"
A20001126_0700,"{temperature=-7.467589253665386, total_precipitation=0.010911240577629292, pressure=74169.61277135047, wind_u=3.062516221663861, wind_v=3.431020791341084, longwave_radiation=240.36889388960995, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.01434899080542287, shortwave_radiation=0.0}"
A20001126_0800,"{temperature=-7.573791459078243, total_precipitation=0.01440185548223211, pressure=74144.32886821112, wind_u=3.2623373001629092, wind_v=3.570549465720519, longwave_radiation=240.3686561559489, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.01434899080542287, shortwave_radiation=0.0}"
A20001126_0900,"{temperature=-7.679499130242687, total_precipitation=0.028651174862633584, pressure=74119.09041555077, wind_u=3.4614360659358887, wind_v=3.709779109258084, longwave_radiation=255.38997597813196, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.01434899080542287, shortwave_radiation=0.0}"
A20001126_1000,"{temperature=-7.52939862495511, total_precipitation=0.004092166662064778, pressure=74163.16110472982, wind_u=3.710728387221472, wind_v=3.889528950492864, longwave_radiation=255.3892481431374, convective_fraction=0.0, potential_energy=0.24254775381726826, potential_evaporation=0.01838384736449733, shortwave_radiation=0.0}"
A20001126_1100,"{temperature=-7.378734572162224, total_precipitation=0.08119091034597017, pressure=74207.18597233343, wind_u=3.9599494712427887, wind_v=4.06887732280421, longwave_radiation=255.38921832288707, convective_fraction=0.0, potential_energy=0.4843780545047908, potential_evaporation=0.01838384736449733, shortwave_radiation=0.0}"
A20001126_1200,"{temperature=-7.228313499185446, total_precipitation=0.3443845376480659, pressure=74251.21391473619, wind_u=4.209016483971616, wind_v=4.2487191098103105, longwave_radiation=255.5417629842339, convective_fraction=0.0, potential_energy=0.726559129690477, potential_evaporation=0.01838384736449733, shortwave_radiation=0.0}"
A20001126_1300,"{temperature=-7.308017229477851, total_precipitation=0.22305867410332172, pressure=74298.05849518186, wind_u=4.695289781042054, wind_v=3.8755642377888844, longwave_radiation=255.54231576331566, convective_fraction=0.0, potential_energy=0.4843780545047908, potential_evaporation=0.012870163183035592, shortwave_radiation=0.0}"
A20001126_1400,"{temperature=-7.3872355523648885, total_precipitation=0.29119833227489866, pressure=74344.91869895348, wind_u=5.181873429604884, wind_v=3.5025703398956307, longwave_radiation=255.54281083469104, convective_fraction=0.0, potential_energy=0.24254775381726826, potential_evaporation=0.012870163183035592, shortwave_radiation=0.0}"
A20001126_1500,"{temperature=-7.467212911063844, total_precipitation=0.35185901648397155, pressure=74391.75561393824, wind_u=5.668517270894884, wind_v=3.128968440235249, longwave_radiation=260.08066681392717, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.012870163183035592, shortwave_radiation=26.15381329210039}"
A20001126_1600,"{temperature=-6.901780524986522, total_precipitation=0.05693502498826519, pressure=74358.17378579121, wind_u=5.848388049810865, wind_v=3.140185548223212, longwave_radiation=260.07802855012835, convective_fraction=0.0, potential_energy=0.12369439765855816, potential_evaporation=0.050193555512604585, shortwave_radiation=88.17633575392777}"
A20001126_1700,"{temperature=-6.337264820388195, total_precipitation=0.06772206422398322, pressure=74324.6467697491, wind_u=6.027988513681421, wind_v=3.1514805201976976, longwave_radiation=260.07570229450266, convective_fraction=0.0, potential_energy=0.2479277687273932, potential_evaporation=0.050193555512604585, shortwave_radiation=136.68812126901742}"
A20001126_1800,"{temperature=-5.771922025568083, total_precipitation=0.10056570119004887, pressure=74291.05335864381, wind_u=6.206683325510125, wind_v=3.162820774774279, longwave_radiation=264.5398434436868, convective_fraction=0.0, potential_energy=0.37203390672888437, potential_evaporation=0.050193555512604585, shortwave_radiation=208.33293572079427}"
A20001126_1900,"{temperature=-5.377387836470074, total_precipitation=0.08485031891100864, pressure=74275.77579341199, wind_u=6.579539718916533, wind_v=2.958767429660108, longwave_radiation=264.5384722644064, convective_fraction=0.0, potential_energy=7.543175856641906, potential_evaporation=0.0902704282519259, shortwave_radiation=227.3848084325041}"
A20001126_2000,"{temperature=-4.9825105688885545, total_precipitation=0.033950658530524355, pressure=74260.48447800764, wind_u=6.95219537786123, wind_v=2.7542424828119403, longwave_radiation=264.53712096529256, convective_fraction=0.0, potential_energy=14.715151889996417, potential_evaporation=0.0902704282519259, shortwave_radiation=216.60873736090798}"
A20001126_2100,"{temperature=-4.58852196482313, total_precipitation=0.11109460750476298, pressure=74245.2204116852, wind_u=7.324592870751306, wind_v=2.5497559157301843, longwave_radiation=257.84041085678007, convective_fraction=0.0, potential_energy=21.885314852141263, potential_evaporation=0.0902704282519259, shortwave_radiation=227.8363994809068}"
A20001126_2200,"{temperature=-4.93161139796226, total_precipitation=0.05414965347764864, pressure=74225.7809884861, wind_u=6.640704365353288, wind_v=2.126290139989509, longwave_radiation=257.8426921059172, convective_fraction=0.0, potential_energy=24.830491758014215, potential_evaporation=0.04981104453709587, shortwave_radiation=159.9096499433968}"
A20001126_2300,"{temperature=-5.275029682193425, total_precipitation=0.2973460308694812, pressure=74206.34478670241, wind_u=5.957381340254577, wind_v=1.7029312201452367, longwave_radiation=257.8443556893171, convective_fraction=0.0, potential_energy=27.775971725985055, potential_evaporation=0.04981104453709587, shortwave_radiation=69.49394240273911}"
A20001127_0000,"{temperature=-5.617860397051088, total_precipitation=0.38804552558190925, pressure=74186.93008228182, wind_u=5.272784327801859, wind_v=1.2790656321616927, longwave_radiation=205.73888809122792, convective_fraction=0.0, potential_energy=30.72334163514374, potential_evaporation=0.04981104453709587, shortwave_radiation=0.0}"
A20001127_0100,"{temperature=-6.576434547312015, total_precipitation=0.0493149736311677, pressure=74255.24708589894, wind_u=4.92743131678494, wind_v=1.2063472954689793, longwave_radiation=205.74328740646672, convective_fraction=0.0, potential_energy=20.656230168153083, potential_evaporation=-0.014406367175635752, shortwave_radiation=0.0}"
A20001127_0200,"{temperature=-7.534249661761031, total_precipitation=0.057324129552420146, pressure=74323.64260678687, wind_u=4.5824839163928575, wind_v=1.134468895822405, longwave_radiation=205.74808377281394, convective_fraction=0.0, potential_energy=10.586098682938953, potential_evaporation=-0.014406367175635752, shortwave_radiation=0.0}"
A20001127_0300,"{temperature=-8.491917607753246, total_precipitation=0.03911884474141978, pressure=74392.09030703815, wind_u=4.236353922191239, wind_v=1.062480603031726, longwave_radiation=183.69988292790686, convective_fraction=0.0, potential_energy=0.5217545351630452, potential_evaporation=-0.014406367175635752, shortwave_radiation=0.0}"
A20001127_0400,"{temperature=-8.939608747273356, total_precipitation=0.03837749675566724, pressure=74351.28603749623, wind_u=3.7785346660408097, wind_v=1.5184846895104516, longwave_radiation=183.70021757738087, convective_fraction=0.0, potential_energy=0.34791263771157194, potential_evaporation=-0.023133716210619337, shortwave_radiation=0.0}"
A20001127_0500,"{temperature=-9.386160642792039, total_precipitation=0.0975799762542453, pressure=74310.55001822351, wind_u=3.3200256785487494, wind_v=1.973891266532293, longwave_radiation=183.70092912168343, convective_fraction=0.0, potential_energy=0.1736201231465887, potential_evaporation=-0.023133716210619337, shortwave_radiation=0.0}"
A20001127_0600,"{temperature=-9.833219075943255, total_precipitation=5.691249965485824E-5, pressure=74269.75275036594, wind_u=2.8617110749095724, wind_v=2.4292255018361537, longwave_radiation=192.8686749316621, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.023133716210619337, shortwave_radiation=0.0}"
A20001127_0700,"{temperature=-9.733105723831336, total_precipitation=0.0, pressure=74205.81016566808, wind_u=2.7600905652041874, wind_v=2.422494408703097, longwave_radiation=192.86789380677595, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.019167755473948705, shortwave_radiation=0.0}"
A20001127_0800,"{temperature=-9.63226689123889, total_precipitation=0.07560223651876191, pressure=74141.88021785357, wind_u=2.657715989728583, wind_v=2.4157108540188337, longwave_radiation=192.86730734185613, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.019167755473948705, shortwave_radiation=0.0}"
A20001127_0900,"{temperature=-9.532169147085602, total_precipitation=0.0, pressure=74077.93014634012, wind_u=2.5559480354529653, wind_v=2.409449429825774, longwave_radiation=231.44497059391995, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.019167755473948705, shortwave_radiation=0.0}"
A20001127_1000,"{temperature=-8.830327470524875, total_precipitation=0.008217014109396143, pressure=74084.31692216363, wind_u=2.6014327525747594, wind_v=2.7956788248612563, longwave_radiation=231.44227986857, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.006364999861943288, shortwave_radiation=0.0}"
A20001127_1100,"{temperature=-8.129877957865075, total_precipitation=0.003059082751194192, pressure=74090.69620537323, wind_u=2.6464679570367506, wind_v=3.182321837810975, longwave_radiation=231.43897561918436, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.006364999861943288, shortwave_radiation=0.0}"
A20001127_1200,"{temperature=-7.427917552530562, total_precipitation=0.0, pressure=74097.15184416156, wind_u=2.6918190352596856, wind_v=3.568845017533204, longwave_radiation=249.9359458265456, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.006364999861943288, shortwave_radiation=0.0}"
A20001127_1300,"{temperature=-7.14284175939474, total_precipitation=0.15516812546594144, pressure=74026.17331612224, wind_u=3.232203937377477, wind_v=3.561557555843942, longwave_radiation=249.93461661650625, convective_fraction=0.0, potential_energy=1.9367470524891641, potential_evaporation=0.0019884198028550133, shortwave_radiation=0.0}"
A20001127_1400,"{temperature=-6.856817792749241, total_precipitation=0.22338744788359063, pressure=73955.19906452775, wind_u=3.7723696054339118, wind_v=3.5551914846619015, longwave_radiation=249.93281055857756, convective_fraction=0.0, potential_energy=3.872167876963858, potential_evaporation=0.0019884198028550133, shortwave_radiation=0.0}"
A20001127_1500,"{temperature=-6.571305886004824, total_precipitation=0.6254365187619079, pressure=73884.20956650196, wind_u=4.312242041030455, wind_v=3.5484813761493235, longwave_radiation=255.9643879945882, convective_fraction=0.0, potential_energy=5.808175387249084, potential_evaporation=0.0019884198028550133, shortwave_radiation=40.974581881436926}"
A20001127_1600,"{temperature=-5.331791845637042, total_precipitation=0.388035121627965, pressure=73894.60579755362, wind_u=5.182527818427813, wind_v=3.2443405030786665, longwave_radiation=255.95934947676525, convective_fraction=0.03387782809178013, potential_energy=16.594634342988098, potential_evaporation=0.06843317226716741, shortwave_radiation=145.39072015904136}"
A20001127_1700,"{temperature=-4.0909768893061065, total_precipitation=0.13406786868045398, pressure=73905.02730237185, wind_u=6.053318055057018, wind_v=2.9401455117762385, longwave_radiation=255.95387331915975, convective_fraction=0.02667701079603502, potential_energy=27.383173647734502, potential_evaporation=0.06843317226716741, shortwave_radiation=227.1649693237985}"
A20001127_1800,"{temperature=-2.8515652870198878, total_precipitation=0.4271540989038297, pressure=73915.41207444023, wind_u=6.923109313305908, wind_v=2.636001325344452, longwave_radiation=251.89706960819515, convective_fraction=0.02923618742579452, potential_energy=38.169850843526525, potential_evaporation=0.06843317226716741, shortwave_radiation=295.0108798630479}"
A20001127_1900,"{temperature=-3.1176127233067126, total_precipitation=0.15794430239942575, pressure=73891.25053897341, wind_u=7.5058312394731805, wind_v=2.595348593202089, longwave_radiation=251.8984838611703, convective_fraction=0.20767353176684988, potential_energy=42.7545663086396, potential_evaporation=0.12686917745809986, shortwave_radiation=322.4969805340034}"
A20001127_2000,"{temperature=-3.3837819256150237, total_precipitation=0.232585769113952, pressure=73867.12038766331, wind_u=8.088922605406303, wind_v=2.554174006681944, longwave_radiation=251.89979291492958, convective_fraction=0.19298882568959333, potential_energy=47.338291741447414, potential_evaporation=0.12686917745809986, shortwave_radiation=307.4295527514703}"
A20001127_2100,"{temperature=-3.6496918574150046, total_precipitation=0.07617211806610158, pressure=73842.99887566616, wind_u=8.670933263384603, wind_v=2.513046359444459, longwave_radiation=253.5603285749788, convective_fraction=0.13646571775685454, potential_energy=51.921480409752384, potential_evaporation=0.12686917745809986, shortwave_radiation=194.04806670900416}"
A20001127_2200,"{temperature=-4.609766684153832, total_precipitation=0.4445602396664552, pressure=73792.38502664497, wind_u=8.226159262224924, wind_v=2.1057807107159623, longwave_radiation=253.5635756688848, convective_fraction=0.098704202446365, potential_energy=36.41213882983128, potential_evaporation=0.061890879973493164, shortwave_radiation=136.0142107849906}"
A20001127_2300,"{temperature=-5.569464616064257, total_precipitation=0.12482212773007156, pressure=73741.81568324273, wind_u=7.7813490902062625, wind_v=1.6973769224397384, longwave_radiation=253.56744263743542, convective_fraction=0.0621337990446476, potential_energy=20.901369853936004, potential_evaporation=0.061890879973493164, shortwave_radiation=58.72222348620815}"
A20001128_0000,"{temperature=-6.5296192395835995, total_precipitation=1.1897685065024717, pressure=73691.24873871387, wind_u=7.336294833917778, wind_v=1.2907192754783674, longwave_radiation=235.61429522047675, convective_fraction=0.1956753817268133, potential_energy=5.391145152828785, potential_evaporation=0.061890879973493164, shortwave_radiation=0.0}"
A20001128_0100,"{temperature=-6.896734682607596, total_precipitation=0.6514206035839526, pressure=73822.3476141039, wind_u=7.547766518485797, wind_v=0.5968208299969628, longwave_radiation=235.61684015793705, convective_fraction=0.33246826628378956, potential_energy=32.63160305933678, potential_evaporation=0.013498834801336386, shortwave_radiation=0.0}"
A20001128_0200,"{temperature=-7.264145566998903, total_precipitation=0.14500223375762766, pressure=73953.3989027253, wind_u=7.759370737498969, wind_v=-0.0960932711157744, longwave_radiation=235.61960239666456, convective_fraction=0.30162160311455966, potential_energy=59.87247889112847, potential_evaporation=0.013498834801336386, shortwave_radiation=0.0}"
A20001128_0300,"{temperature=-7.6317032132268485, total_precipitation=0.46063907004997673, pressure=74084.51333075626, wind_u=7.970050804870642, wind_v=-0.7899942016180248, longwave_radiation=240.56285169947816, convective_fraction=0.31727803793798504, potential_energy=87.11428555650664, potential_evaporation=0.013498834801336386, shortwave_radiation=0.0}"
A20001128_0400,"{temperature=-8.346808681006138, total_precipitation=0.2087317723720905, pressure=74126.87464008611, wind_u=7.301749454675985, wind_v=-1.1927901261838372, longwave_radiation=240.56523262556266, convective_fraction=0.23631611674075725, potential_energy=68.59463787724, potential_evaporation=0.01986157053317504, shortwave_radiation=0.0}"
A20001128_0500,"{temperature=-9.062176326034708, total_precipitation=0.1727321865422316, pressure=74169.22556258111, wind_u=6.633316674489887, wind_v=-1.5947480464975017, longwave_radiation=240.5678650909795, convective_fraction=0.15451056409973224, potential_energy=50.078641080155734, potential_evaporation=0.01986157053317504, shortwave_radiation=0.0}"
A20001128_0600,"{temperature=-9.776979319104266, total_precipitation=0.010565745368197262, pressure=74211.56791258251, wind_u=5.964871745312974, wind_v=-1.9971118535494392, longwave_radiation=221.72757876135537, convective_fraction=0.07746083883259246, potential_energy=31.558844078747548, potential_evaporation=0.01986157053317504, shortwave_radiation=0.0}"
A20001128_0700,"{temperature=-10.168987361554992, total_precipitation=0.10369303918049537, pressure=74243.61289587765, wind_u=5.686546925476987, wind_v=-1.5266049092967406, longwave_radiation=221.73087003340996, convective_fraction=0.05476342325427288, potential_energy=24.287960239666464, potential_evaporation=0.006141988568904108, shortwave_radiation=0.0}"
A20001128_0800,"{temperature=-10.560674821216532, total_precipitation=0.08219140458900519, pressure=74275.65752574762, wind_u=5.408590717066573, wind_v=-1.0561338597896013, longwave_radiation=221.73421155810826, convective_fraction=0.048391114669906414, potential_energy=17.01617339923241, potential_evaporation=0.006141988568904108, shortwave_radiation=0.0}"
A20001128_0900,"{temperature=-10.951962062015056, total_precipitation=1.0139989507689762E-4, pressure=74307.75951459262, wind_u=5.130613524035677, wind_v=-0.5859113123671204, longwave_radiation=194.84769307231423, convective_fraction=0.0024256923544191964, potential_energy=9.745445067233625, potential_evaporation=0.006141988568904108, shortwave_radiation=0.0}"
A20001128_1000,"{temperature=-11.684766546097107, total_precipitation=0.018682629704282527, pressure=74358.67762238733, wind_u=4.8472650965016415, wind_v=-0.5504749150951213, longwave_radiation=194.8506322997488, convective_fraction=0.0, potential_energy=6.880694480492586, potential_evaporation=-0.006462379545517295, shortwave_radiation=0.0}"
A20001128_1100,"{temperature=-12.418362371262099, total_precipitation=0.006703084186984016, pressure=74409.60166772512, wind_u=4.5640135847806285, wind_v=-0.5146028108346908, longwave_radiation=194.85397548112778, convective_fraction=0.0, potential_energy=4.01785062263578, potential_evaporation=-0.006462379545517295, shortwave_radiation=0.0}"
A20001128_1200,"{temperature=-13.151891100864225, total_precipitation=0.06232128558411797, pressure=74460.56619985096, wind_u=4.280609382334266, wind_v=-0.47971532705635517, longwave_radiation=221.41276555208879, convective_fraction=0.0, potential_energy=1.1550129497197454, potential_evaporation=-0.006462379545517295, shortwave_radiation=0.0}"
A20001128_1300,"{temperature=-13.143918601761571, total_precipitation=0.015685854709114513, pressure=74445.59700996768, wind_u=4.005358533285476, wind_v=-0.42538448794764905, longwave_radiation=221.41281414805192, convective_fraction=0.0, potential_energy=0.7698837562470667, potential_evaporation=4.272965734323681E-4, shortwave_radiation=0.0}"
A20001128_1400,"{temperature=-13.137215119971255, total_precipitation=0.0021455863268630758, pressure=74430.65081619135, wind_u=3.729995582185162, wind_v=-0.3708164674048101, longwave_radiation=221.41299196509922, convective_fraction=0.0, potential_energy=0.3852414059695725, potential_evaporation=4.272965734323681E-4, shortwave_radiation=0.0}"
A20001128_1500,"{temperature=-13.129648231493489, total_precipitation=0.01740380484302952, pressure=74415.68490515508, wind_u=3.454278377557503, wind_v=-0.31581605323466894, longwave_radiation=194.9018126846509, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=4.272965734323681E-4, shortwave_radiation=40.76237170389599}"
A20001128_1600,"{temperature=-11.704401524146098, total_precipitation=5.506750973299834E-4, pressure=74488.7862636331, wind_u=3.1699293149625873, wind_v=0.14086036943976574, longwave_radiation=194.8962666703482, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.04656471270397881, shortwave_radiation=151.4501932241765}"
A20001128_1700,"{temperature=-10.278797802137095, total_precipitation=9.068669409393382E-4, pressure=74561.91198277053, wind_u=2.8850026230775603, wind_v=0.5974536819725547, longwave_radiation=194.8907040892399, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.04656471270397881, shortwave_radiation=238.20279628351338}"
A20001128_1800,"{temperature=-8.85341607532372, total_precipitation=0.00520218129607643, pressure=74635.06218626615, wind_u=2.59990998702267, wind_v=1.0548239776900354, longwave_radiation=163.6088508159152, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.04656471270397881, shortwave_radiation=351.9757187508628}"
A20001128_1900,"{temperature=-8.59484799955819, total_precipitation=0.03503181378910457, pressure=74592.36693983493, wind_u=3.2211558108070797, wind_v=1.1930687246320788, longwave_radiation=163.6077841897452, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.09395597647513602, shortwave_radiation=385.2003528177375}"
A20001128_2000,"{temperature=-8.336017892150082, total_precipitation=0.021748885882320455, pressure=74549.66079216941, wind_u=3.8421826766435645, wind_v=1.3326272192616735, longwave_radiation=163.60687163486764, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.09395597647513602, shortwave_radiation=367.38672974017726}"
A20001128_2100,"{temperature=-8.077524236503208, total_precipitation=1.304691167131458E-4, pressure=74507.00426540025, wind_u=4.4639133556064845, wind_v=1.4716152635502682, longwave_radiation=157.00611977800475, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.09395597647513602, shortwave_radiation=294.550666482591}"
A20001128_2200,"{temperature=-10.206349504376382, total_precipitation=0.021464922550183622, pressure=74511.69043846817, wind_u=4.026157605544359, wind_v=1.6783527072921562, longwave_radiation=157.01118894441828, convective_fraction=0.18656055719689657, potential_energy=0.0, potential_evaporation=0.022071861280614093, shortwave_radiation=206.1516392854186}"
A20001128_2300,"{temperature=-12.335221304912036, total_precipitation=1.3868901344672396E-4, pressure=74516.41519535024, wind_u=3.5893610735290067, wind_v=1.8854910677306236, longwave_radiation=157.01696358063901, convective_fraction=0.00198373139685783, potential_energy=0.0, potential_evaporation=0.022071861280614093, shortwave_radiation=88.26952558190914}"
A20001129_0000,"{temperature=-14.463384322279575, total_precipitation=0.0, pressure=74521.19976502757, wind_u=3.1523096888201696, wind_v=2.0925148410967234, longwave_radiation=143.1801684291907, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.022071861280614093, shortwave_radiation=0.0}"
A20001129_0100,"{temperature=-14.845581632934788, total_precipitation=0.0, pressure=74528.81912223547, wind_u=2.764772344479113, wind_v=2.5250956733025918, longwave_radiation=143.18107601402664, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.016948212165557627, shortwave_radiation=0.0}"
A20001129_0200,"{temperature=-15.227596708727935, total_precipitation=0.0033319297567440715, pressure=74536.36668304939, wind_u=2.376504404009167, wind_v=2.9574812933152947, longwave_radiation=143.18296021205515, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.016948212165557627, shortwave_radiation=0.0}"
A20001129_0300,"{temperature=-15.609274926139644, total_precipitation=0.007505094292735456, pressure=74543.97520777538, wind_u=1.9881348537979404, wind_v=3.3896728055885377, longwave_radiation=151.27038462600444, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.016948212165557627, shortwave_radiation=0.0}"
A20001129_0400,"{temperature=-15.290736670624261, total_precipitation=9.66010437087556E-4, pressure=74551.58145125219, wind_u=1.6893759836540858, wind_v=3.3952121931689554, longwave_radiation=151.26898279813355, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.00965896954468896, shortwave_radiation=0.0}"
A20001129_0500,"{temperature=-14.971574950989853, total_precipitation=5.390590054394348E-4, pressure=74559.21650081455, wind_u=1.3905886738272086, wind_v=3.400499765303588, longwave_radiation=151.26787199381513, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.00965896954468896, shortwave_radiation=0.0}"
A20001129_0600,"{temperature=-14.652320733357246, total_precipitation=0.005877394593699095, pressure=74566.83956926303, wind_u=1.0915721898555932, wind_v=3.4058762459618426, longwave_radiation=166.19852610652464, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.00965896954468896, shortwave_radiation=0.0}"
A20001129_0700,"{temperature=-14.258984730927441, total_precipitation=2.089957754645609E-4, pressure=74544.81482149272, wind_u=1.2183698263246545, wind_v=3.4803824170969455, longwave_radiation=166.1981053096612, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.0013897506695750622, shortwave_radiation=0.0}"
A20001129_0800,"{temperature=-13.86505508462875, total_precipitation=0.008494828395504875, pressure=74522.81872076658, wind_u=1.3454156887649447, wind_v=3.555088218240055, longwave_radiation=166.19718115801976, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.0013897506695750622, shortwave_radiation=0.0}"
A20001129_0900,"{temperature=-13.471774028770998, total_precipitation=2.089957754645609E-4, pressure=74500.82498992185, wind_u=1.472264682331502, wind_v=3.6289609851727107, longwave_radiation=179.6920493138582, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.0013897506695750622, shortwave_radiation=0.0}"
A20001129_1000,"{temperature=-13.05094817350966, total_precipitation=0.02793981831736479, pressure=74496.23886213658, wind_u=1.2396780517436563, wind_v=3.65747549493332, longwave_radiation=179.690181406522, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.001958547091145044, shortwave_radiation=0.0}"
A20001129_1100,"{temperature=-12.629904188640666, total_precipitation=2.102658972305824E-4, pressure=74491.68904685648, wind_u=1.0068810227241356, wind_v=3.685896678355471, longwave_radiation=179.6880556092444, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.001958547091145044, shortwave_radiation=0.0}"
A20001129_1200,"{temperature=-12.208997432145111, total_precipitation=0.06485543253168406, pressure=74487.11914322001, wind_u=0.7739155645139024, wind_v=3.7134478283678933, longwave_radiation=179.6947944335534, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.001958547091145044, shortwave_radiation=0.0}"
A20001129_1300,"{temperature=-11.645439158406246, total_precipitation=0.18716253693017104, pressure=74485.1858099788, wind_u=0.9995328160808464, wind_v=3.927239694066324, longwave_radiation=179.6927045310214, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.004575425904961761, shortwave_radiation=0.0}"
A20001129_1400,"{temperature=-11.081051992158356, total_precipitation=0.0, pressure=74483.25485048463, wind_u=1.2245437225612292, wind_v=4.141029350857333, longwave_radiation=179.69020045834827, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.004575425904961761, shortwave_radiation=0.0}"
A20001129_1500,"{temperature=-10.517463345942488, total_precipitation=0.1365574619653755, pressure=74481.33548526934, wind_u=1.4499610680067372, wind_v=4.354330286881853, longwave_radiation=194.12549023939044, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.004575425904961761, shortwave_radiation=41.269061932241776}"
A20001129_1600,"{temperature=-8.26710633128087, total_precipitation=0.7225047132562059, pressure=74404.53626142426, wind_u=1.0967904575199496, wind_v=4.662688792555985, longwave_radiation=194.11774470552513, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0790777452577519, shortwave_radiation=160.0627130905376}"
A20001129_1700,"{temperature=-6.017388243090242, total_precipitation=0.0, pressure=74327.7522403844, wind_u=0.7429348096197923, wind_v=4.970263136096313, longwave_radiation=194.11051384708855, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0790777452577519, shortwave_radiation=253.233820581495}"
A20001129_1800,"{temperature=-3.7672845700482287, total_precipitation=0.050374045337824795, pressure=74250.9760532347, wind_u=0.3891451528287822, wind_v=5.279378468674932, longwave_radiation=217.05402103984315, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0790777452577519, shortwave_radiation=316.277476350885}"
A20001129_1900,"{temperature=-2.863036695474482, total_precipitation=0.0, pressure=74199.79548471708, wind_u=0.42961620233591974, wind_v=5.281133721732892, longwave_radiation=217.04974431896628, convective_fraction=0.0, potential_energy=0.09906331280890193, potential_evaporation=0.12718888367341316, shortwave_radiation=346.50734903498375}"
A20001129_2000,"{temperature=-1.9581028246403425, total_precipitation=0.0, pressure=74148.62035701469, wind_u=0.4708722423171442, wind_v=5.28309578374797, longwave_radiation=217.04564265400234, convective_fraction=0.0, potential_energy=0.19891211309605997, potential_evaporation=0.12718888367341316, shortwave_radiation=330.61660477124}"
