new_site_id,site_id,lat_wgs84,lon_wgs84,site_name,country,continent,DO_index,DO_ts_availability,DO_ts_continuity,DO_nobs_1950,DO_nobs,DO_min,DO_max,DO_mean,DO_median,DO_std,DO_iqr,DO_tstart,DO_tend,DO_tyear,DO_tdata,DO_tgap,DO_pct_min,DO_pct_max,DO_pct_mean,DO_pct_median,DO_pct_std,DO_pct_iqr,WT_index,WT_ts_availability,WT_ts_continuity,WT_nobs_1950,WT_nobs,WT_min,WT_max,WT_mean,WT_median,WT_std,WT_iqr,WT_tstart,WT_tend,WT_tyear,WT_tdata,WT_tgap,WT_pct_min,WT_pct_max,WT_pct_mean,WT_pct_median,WT_pct_std,WT_pct_iqr
g2706,USGS-07106300,38.42944444,-104.5980556,"FOUNTAIN CREEK NEAR PINON, CO",United States,North America,DO_13738,0.47,0.2,301,301,2.9,13.6,8.36345515,8.3,1.780064404,2.5,1974,2020,47,44,3,0.00273,0.0601,0.0187,0.0137,0.0124,0.0219,WT_18060,0.17,0.08,104,104,1,12146.66667,2325.557692,283.5,4163.393377,801.25,1976,2014,39,16,23,0.00273,0.0792,0.0178,0.0109,0.0191,0.0116
g2707,USGS-07106500,38.2877801,-104.6010849,"FOUNTAIN CREEK AT PUEBLO, CO.",United States,North America,DO_13739,0.68,0.22,449,449,4.5,15.2,8.853229399,8.6,1.857008814,2.78,1972,2020,49,43,6,0.00546,0.0546,0.0285,0.0328,0.0127,0.0178,WT_18061,0.95,0.49,192,192,6,8950,489.0572917,224.5,1006.01947,287.5,1981,1997,17,17,0,0.0219,0.0328,0.0309,0.0328,0.00358,0.00273
g2708,USGS-07143672,38.0286223,-97.540597,"L ARKANSAS R AT HWY 50 NR HALSTEAD, KS",United States,North America,DO_22200,0.65,0.14,408,408,2.5,16.2,7.913235294,7.4,2.675534588,3.8,1995,2020,26,26,0,0.0137,0.107,0.0429,0.0383,0.0231,0.0191,WT_19971,0.58,0.12,280,280,4,2790,273.0214286,98,408.9420035,251,1995,2020,26,26,0,0.0082,0.0738,0.0294,0.0246,0.0169,0.0109
g2709,USGS-07144100,37.88306739,-97.4244864,"L ARKANSAS R NR SEDGWICK, KS",United States,North America,DO_22209,0.82,0.34,626,626,0.8,18.7,8.11884984,7.5,2.777374012,3.675,1995,2020,26,26,0,0.0273,0.104,0.0658,0.0642,0.0233,0.0362,WT_19976,0.62,0.09,315,315,4,1820,248.768254,113,303.5502215,277.5,1995,2020,26,26,0,0.0109,0.0738,0.0331,0.0273,0.0151,0.0191
g2710,USGS-07144660,37.84279255,-98.196453,"SILVER C NR ARLINGTON, KS",United States,North America,DO_22220,0.8,0.17,82,82,5.6,13.8,9.559756098,9.1,1.895534698,2.575,1996,2000,5,5,0,0.0082,0.0792,0.0448,0.0492,0.0296,0.0437,WT_19979,0.79,0.22,132,132,4,808,98.93181818,69.5,107.3704025,87.75,1996,2000,5,5,0,0.0082,0.12,0.0721,0.0929,0.0511,0.0847
g2711,USGS-07144680,37.82383718,-98.1947032,"GOOSE C NR ARLINGTON, KS",United States,North America,DO_22221,0.83,0.22,85,85,5.1,13.4,9.450588235,9.4,2.051574513,3.5,1996,2000,5,5,0,0.00546,0.0902,0.0464,0.0464,0.0342,0.0464,WT_19980,0.77,0.22,126,126,4,1190,118.952381,61,176.0813365,112,1996,2000,5,5,0,0.0082,0.137,0.0689,0.0738,0.0552,0.0874
g2712,USGS-07144730,37.9013932,-98.0139696,"RED ROCK C NR PRETTY PRAIRIE, KS",United States,North America,DO_22222,0.78,0.17,92,92,5.8,14.6,8.577173913,7.8,2.435908264,3.2,1996,2000,5,5,0,0.0082,0.0847,0.0503,0.0546,0.0324,0.0492,WT_19981,0.8,0.21,167,167,4,745.5,186.0598802,133.1666667,182.1192157,235.6666667,1996,2000,5,5,0,0.0082,0.186,0.0913,0.104,0.0701,0.082
g2713,USGS-07144780,37.8625129,-98.0139449,"NF NINNESCAH R AB CHENEY RE, KS",United States,North America,DO_22223,0.32,0.03,287,287,4.3,13.7,8.996515679,9.1,2.034472592,2.75,1985,2020,36,25,11,0.0082,0.0929,0.0314,0.0219,0.0235,0.0301,WT_19982,0.43,0.08,250,250,8,1710,200.248,140,222.855903,193.125,1997,2019,23,23,0,0.00546,0.139,0.0297,0.0164,0.0359,0.00956
g2714,USGS-07144795,37.72140097,-97.7944956,"NF NINNESCAH R AT CHENEY DAM, KS",United States,North America,DO_22224,0.91,0.87,125,125,4.2,16.9,8.9648,8.7,2.513231309,3.9,1996,2000,5,5,0,0.00546,0.134,0.0683,0.082,0.0527,0.071,WT_19983,0.71,0.2,74,74,3,43,11.21621622,8,8.276506228,7.75,1996,2000,5,5,0,0.00273,0.0738,0.0404,0.0519,0.0288,0.0355
g2715,USGS-07165570,35.82277778,-95.6377778,"Arkansas River near Haskell, OK",United States,North America,DO_35978,0.78,0.33,80,80,6.8,15,9.99,9.65,2.042559824,3.35,1974,1980,7,7,0,0.00273,0.0574,0.0312,0.0328,0.0182,0.0191,WT_23585,0.54,0.27,61,61,5,1160,112.9836066,39,207.5958808,65,1974,1980,7,6,1,0.00546,0.0601,0.0278,0.0232,0.0227,0.0348
g2716,USGS-07178050,36.23926154,-95.8480451,"Bird Creek near Catoosa, OK",United States,North America,DO_36002,0.8,0.15,179,179,0.5,18,7.916759777,7.7,2.889140575,3.9,1975,1990,16,16,0,0.00546,0.0683,0.0306,0.0287,0.0156,0.00615,WT_23598,0.27,0.1,41,41,1,2420,137.195122,40,380.7014723,76,1977,1990,14,6,8,0.00546,0.0328,0.0187,0.0191,0.00984,0.0116
g2717,USGS-07185000,36.92868144,-94.9574574,"Neosho River near Commerce, OK",United States,North America,DO_36011,0.21,0.08,186,186,4.7,14.9,8.888172043,8.2,2.490925399,3.375,1969,2020,52,19,33,0.00273,0.0792,0.0267,0.0273,0.0213,0.026,WT_23605,0.17,0.09,76,76,2,5640,250.4342105,85.5,669.5906677,182.5,1969,2006,38,12,26,0.00273,0.0328,0.0173,0.0164,0.0113,0.0225
g2718,USGS-07186400,37.1406145,-94.3827238,"Center Creek near Carterville, MO",United States,North America,DO_27352,0.87,0.41,298,298,3.8,15,8.429530201,8.15,2.399424829,3.55,1963,1989,27,26,1,0.00273,0.071,0.0313,0.0328,0.0122,0,WT_21381,0.87,0.42,122,122,1,921,24.90163934,9,90.93030751,11,1977,1989,13,13,0,0.00273,0.0328,0.0256,0.0301,0.0105,0.0137
g2719,USGS-07186480,37.1556146,-94.6030068,"Center Creek near Smithfield, MO",United States,North America,DO_27360,0.61,0.11,456,456,3.6,15.3,9.748245614,9.6,2.090711324,2.8,1964,2020,57,50,7,0.00273,0.0847,0.0249,0.0246,0.0148,0.0157,WT_21382,0.36,0.06,183,183,1,260,18.53551913,11,27.84982482,14,1977,2019,43,34,9,0.00273,0.0328,0.0147,0.00956,0.0111,0.0212
g2720,USGS-07187000,37.0205833,-94.51375,"Shoal Creek above Joplin, MO",United States,North America,DO_27368,0.25,0.11,208,208,6.2,17,9.692788462,9.2,2.17141529,3,1964,2020,57,21,36,0.00273,0.0929,0.0271,0.0301,0.0235,0.0246,WT_21385,0.11,0.02,52,52,1,252,23.34615385,17,37.4180855,12.25,1979,2019,41,15,26,0.00273,0.0246,0.00947,0.0082,0.0066,0.0041
g2721,USGS-07188800,36.40729784,-94.2129842,"MCKISIC CR. TRIB. NEAR BENTONVILLE, AR.",United States,North America,DO_10592,0.82,0.22,109,109,1,11.2,7.288073394,7.6,2.074301523,2.7,1983,1994,12,12,0,0.00546,0.0328,0.0248,0.0273,0.00935,0.0109,WT_17305,0.8,0.24,107,107,1,128,8.308411215,6,13.76583905,6,1983,1994,12,12,0,0.00546,0.0328,0.0244,0.0301,0.0104,0.0143
g2722,USGS-07188820,36.5028527,-94.2752089,"LITTLE SUGAR CREEK AT CAVERNA, MO.",United States,North America,DO_10593,0.8,0.21,190,190,5.7,18,9.973684211,9.9,2.143784446,2.975,1964,1983,20,19,1,0.00546,0.0355,0.0273,0.0328,0.00964,0.00546,WT_17306,0.9,0.22,91,91,2,588,30.56043956,14,69.0035762,16,1975,1983,9,9,0,0.00546,0.0355,0.0276,0.0301,0.009,0.00546
g2723,USGS-07188910,36.5122967,-94.4818832,"BUTLER CREEK NEAR SULPHUR SPRINGS, ARK.",United States,North America,DO_10595,0.87,0.09,241,241,5.5,15.4,10.0253112,9.9,2.045722775,2.6,1972,1993,22,22,0,0.00546,0.0628,0.0299,0.0301,0.00996,0.00546,WT_17307,0.72,0.07,184,184,1,171,6.548913043,3,15.53905001,4,1972,1993,22,22,0,0.00273,0.0328,0.0229,0.0273,0.00926,0.0109
g2724,USGS-07189000,36.63146127,-94.5868886,"Elk River near Tiff City, Mo",United States,North America,DO_36036,0.79,0.19,539,539,3.4,19,9.859369202,9.6,2.519935454,3.4,1965,2020,56,52,4,0.00546,0.0519,0.0283,0.0328,0.00948,0.0082,WT_23616,0.23,0.05,104,104,1,388,15.5,6.5,41.86919066,8.25,1980,2018,39,23,16,0.00273,0.0328,0.0124,0.0082,0.0102,0.0178
g2725,USGS-07194800,36.10305556,-94.3444444,"Illinois River at Savoy, AR",United States,North America,DO_10640,0.64,0.05,445,445,2.6,17.1,9.212359551,8.952380952,2.389390404,3.066666667,1974,2020,47,47,0,0.00546,0.104,0.0259,0.0246,0.0168,0.0164,WT_17330,0.57,0.06,248,248,0.8,1240,24.01532258,10,87.33562193,12,1974,2007,34,24,10,0.0082,0.0437,0.0282,0.0301,0.00754,0.00615
g2726,USGS-07194810,36.1281342,-94.1657598,"CLEAR CREEK AT JOHNSON, ARK.",United States,North America,DO_10644,0.85,0.3,83,83,5.6,13.3,8.871084337,8.6,1.599964186,2.45,1986,1994,9,9,0,0.0082,0.0328,0.0252,0.0301,0.0103,0.0164,WT_17331,0.86,0.3,84,84,1,971,18.30952381,6,105.2757682,6,1986,1994,9,9,0,0.0082,0.0328,0.0255,0.0328,0.0105,0.0164
g2727,USGS-07195000,36.22194444,-94.2883333,"Osage Creek near Elm Springs, AR",United States,North America,DO_10684,0.64,0.08,437,437,4.4,16.3,9.41624714,9.2,2.091573591,2.9,1974,2020,47,47,0,0.00546,0.0956,0.0254,0.0191,0.0156,0.0164,WT_17359,0.88,0.12,235,235,1,286,13.21702128,9,21.80776854,10,1974,1994,21,21,0,0.0191,0.041,0.0306,0.0328,0.00537,0.00273
g2728,USGS-07195400,36.1447222,-94.4947222,Illinois River at Hwy. 16 near Siloam Springs AR,United States,North America,DO_10707,0.63,0.11,135,135,5.8,14.7,9.157777778,8.8,1.825726871,2.3,1978,1994,17,15,2,0.00273,0.0383,0.0246,0.0273,0.0114,0.0123,WT_17374,0.77,0.15,128,128,1,140,15.078125,10,18.53178133,10,1981,1994,14,13,1,0.00273,0.041,0.0269,0.0301,0.0105,0.0082
g2729,USGS-07195430,36.1086111,-94.5333333,"Illinois River South of Siloam Springs, AR",United States,North America,DO_10713,0.42,0.04,350,350,4.3,16,8.876857143,8.3,2.060766884,2.85,1972,2020,49,36,13,0.00546,0.0874,0.0266,0.0191,0.0186,0.0191,WT_17376,0.23,0.05,107,107,0.3,230,24.9635514,16,38.98507066,15.5,1972,2007,36,13,23,0.00273,0.0328,0.0225,0.0273,0.00999,0.0137
g2730,USGS-07195500,36.13008185,-94.5721645,"Illinois River near Watts, OK",United States,North America,DO_36084,0.58,0.08,568,568,1.1,15.3,9.169190141,8.8,1.699041143,2.254545455,1969,2020,52,44,8,0.00273,0.145,0.0353,0.0328,0.0247,0.0137,WT_23639,0.2,0.06,61,61,2,360,40.36065574,21,67.67299629,15,1977,2003,27,13,14,0.00273,0.0301,0.0128,0.0137,0.00768,0.00546
g2731,USGS-07195850,36.23146964,-94.5557741,"Flint Creek North of Siloam Springs, AR",United States,North America,DO_10719,0.85,0.2,113,113,6.9,14,9.955752212,9.7,1.590986781,2.6,1972,1981,10,10,0,0.0137,0.0601,0.0309,0.0314,0.0122,0.00546,WT_17377,0.7,0.06,80,80,1,66,6.375,4,8.237572151,6,1972,1981,10,10,0,0.00273,0.0301,0.0219,0.0246,0.00883,0.00751
g2732,USGS-07195855,36.2161111,-94.6052778,"Flint Creek near West Siloam Springs, OK",United States,North America,DO_10720,0.54,0.1,340,340,5.1375,14.7,8.904117647,8.6,2.031062836,2.9,1991,2020,30,30,0,0.00546,0.158,0.031,0.0164,0.0356,0.013,WT_17378,0.34,0.07,44,44,2,72,5.727272727,4,10.51104322,2.25,1991,2002,12,10,2,0.00273,0.0246,0.012,0.0082,0.00806,0.0116
g2733,USGS-07195860,36.19730369,-94.5835532,"Sager Creek near Siloam Springs, AR",United States,North America,DO_10721,0.29,0.08,103,103,4.4,12.6,8.700970874,8.7,1.612420854,2.05,1972,1994,23,9,14,0.0082,0.0628,0.0313,0.0328,0.0158,0.0109,WT_17379,0.22,0.03,62,62,1,35,5.419354839,3,6.676477885,4,1972,1994,23,9,14,0.00273,0.0301,0.0188,0.0219,0.00951,0.0164
g2734,USGS-07196500,35.9255472,-94.9217028,"Illinois River near Tahlequah, OK",United States,North America,DO_36114,0.59,0.07,631,631,5.1,16.1,9.035499208,8.6,2.029528477,3.140909091,1975,2020,46,37,9,0.00273,0.15,0.0466,0.0328,0.0371,0.0219,WT_23670,0.14,0.04,50,50,0.5,246,25.65,8.5,51.53602366,10.75,1977,2007,31,13,18,0.00273,0.0328,0.0105,0.0082,0.00848,0.0082
g2735,USGS-07196900,35.88,-94.4863889,"Baron Fork at Dutch Mills, AR",United States,North America,DO_10723,0.63,0.04,433,433,1.1,16.9,9.436720554,9.4,2.589980718,3.48,1972,2020,49,49,0,0.00546,0.0683,0.0241,0.0246,0.0128,0.0164,WT_17381,0.8,0.08,225,225,1,480,13.47555556,6,45.34314188,7,1972,1994,23,23,0,0.00273,0.0437,0.0267,0.0273,0.00777,0.0041
g2736,USGS-07227500,35.4703261,-101.879628,"Canadian Rv nr Amarillo, TX",United States,North America,DO_41769,0.44,0.01,298,298,0.3,18.5,10.13087248,9.7,2.757601049,3.95,1964,2020,57,53,4,0.00273,0.0191,0.0154,0.0164,0.00331,0,WT_25166,0.2,0,94,94,2,69200,2351.010638,88.5,8255.114058,496.5,1970,2009,40,18,22,0.00273,0.0191,0.0143,0.0164,0.00414,0.00273
g2737,USGS-07238000,36.18337277,-98.9212057,"North Canadian River near Seiling, OK",United States,North America,DO_36208,0.82,0.32,83,83,4.1,14.8,10.1686747,10.1,2.275957462,3.45,1974,1980,7,7,0,0.0109,0.0492,0.0324,0.0328,0.0138,0.015,WT_23728,0.51,0.16,56,56,3,3210,153.9821429,25,482.7063663,68.75,1974,1980,7,6,1,0.00546,0.0464,0.0255,0.0232,0.0167,0.0253
g2738,USGS-07239450,35.6169933,-98.0653316,"North Canadian River near Calumet, OK",United States,North America,DO_36210,0.71,0.31,640,640,2.5,23.4,9.5965625,9.35625,2.278511907,3.484210526,1974,2020,47,35,12,0.0164,0.139,0.05,0.0492,0.0228,0.0273,WT_23730,0.56,0.11,328,328,1,2140,107.722561,43.5,230.9678728,83.75,1974,2020,47,35,12,0.00546,0.0546,0.0256,0.0246,0.0101,0.0123
g2739,USGS-07241000,35.47866848,-97.6633752,"North Canadian River blw Lk Overholser nr OKC, OK",United States,North America,DO_36216,0.67,0.45,576,576,1.3,19,9.848090278,9.4,2.388816871,3.1,1973,2020,48,34,14,0.00273,0.117,0.0463,0.0342,0.0221,0.0273,WT_23733,0.91,0.41,358,358,1,1110,77.25977654,45,116.222052,49.5,1988,2020,33,33,0,0.0109,0.0355,0.0296,0.0328,0.00547,0.00546
g2740,USGS-07241520,35.5656147,-97.367258,"North Canadian River at Britton Rd at OKC, OK",United States,North America,DO_36226,0.97,0.45,605,605,3.6,23.7,9.548760331,9.2,2.441744562,3.6,1988,2020,33,33,0,0.0164,0.178,0.0501,0.0355,0.0293,0.0246,WT_23735,0.78,0.37,304,304,2,1160,89.76644737,42,141.4678872,75.75,1988,2020,33,33,0,0.0082,0.0328,0.0252,0.0273,0.00735,0.0137
g2741,USGS-07241550,35.5003412,-97.1939194,"North Canadian River near Harrah, OK",United States,North America,DO_36228,0.97,0.29,1125,1125,1.6,21,9.748977778,9.5,2.846483562,3.607692308,1970,2020,51,51,0,0.0219,0.172,0.0603,0.0601,0.0255,0.0232,WT_23736,0.93,0.39,565,565,1,2400,123.440708,57,202.436597,106,1977,2020,44,44,0,0.00273,0.0628,0.0351,0.0328,0.0124,0.00342
g2742,USGS-07246940,34.8961111,-94.0658333,"Poteau River East of Waldron, AR",United States,North America,DO_10724,0.77,0.11,100,100,2.5,14,8.151,8.25,2.791672139,4.525,1983,1994,12,12,0,0.00546,0.0328,0.0228,0.0246,0.00767,0.00683,WT_17382,0.85,0.24,110,110,2,270,26.74545455,12,40.98275233,22.25,1983,1994,12,12,0,0.00546,0.0328,0.025,0.0273,0.00822,0.00751
g2743,USGS-07246950,34.91315437,-94.1079859,"Poteau River Northwest of Waldron, AR",United States,North America,DO_10725,0.84,0.15,111,111,0.3,12.6,6.578378378,6.6,3.242597315,5.05,1983,1994,12,12,0,0.00546,0.0328,0.0253,0.0273,0.00774,0.00615,WT_17383,0.92,0.31,123,123,4,280,28.36585366,17,40.8231428,19,1983,1994,12,12,0,0.00546,0.0328,0.028,0.0301,0.00774,0.00615
g2744,USGS-07247012,34.8956563,-94.3932738,"Poteau River South of Bates, AR",United States,North America,DO_10727,0.88,0.19,145,145,2.6,12.9,8.355172414,8.1,2.320887373,3.5,1972,1983,12,12,0,0.0137,0.0628,0.033,0.0328,0.0116,0.00888,WT_17384,0.78,0.09,111,111,1,240,19,13,24.62962001,14,1972,1983,12,12,0,0.00273,0.0355,0.0253,0.0287,0.0105,0.0116
g2745,USGS-07249400,35.1625,-94.4069444,"James Fork near Hackett, AR",United States,North America,DO_10729,0.62,0.1,474,474,1.9,14.8,7.710337553,7.3,2.526932662,4,1972,2020,49,48,1,0.00546,0.0792,0.027,0.0205,0.0179,0.0171,WT_17385,0.69,0.15,191,191,2,479,26.85863874,15,42.61153681,19,1972,1994,23,20,3,0.00273,0.0383,0.0261,0.0301,0.00936,0.0109
g2746,USGS-07249440,35.34537016,-94.452716,"Poteau River near Fort Smith, AR",United States,North America,DO_36296,0.9,0.42,92,92,1.8,13.6,7.747826087,7.95,2.808874408,4.25,1972,1979,8,8,0,0.0137,0.0628,0.0314,0.0314,0.0152,0.0116,WT_23756,0.49,0.11,40,40,8,792,93.275,48,145.8356974,46.25,1972,1979,8,7,1,0.00273,0.0246,0.0156,0.0191,0.00916,0.015
g2747,USGS-07249455,35.3917577,-94.4324373,"Arkansas River at Ft. Smith, Ar.",United States,North America,DO_36297,0.5,0.01,205,205,5.5,18.4,9.548780488,9.1,2.122678235,3.2,1996,2020,25,25,0,0.0137,0.0492,0.0224,0.0164,0.0112,0.0109,WT_23757,0.49,0.02,40,40,6,78,27.725,25.5,15.02303786,17.25,1996,2003,8,8,0,0.0082,0.0191,0.0137,0.015,0.00413,0.00615
g2748,USGS-07252030,35.5361964,-94.0368689,"MULBERRY RIVER AT I40 NEAR MULBERRY, AR",United States,North America,DO_10739,0.81,0.15,107,107,3.7,13.3,9.186915888,9.2,1.995186855,2.9,1983,1994,12,12,0,0.00546,0.0328,0.0244,0.0246,0.00674,0.00342,WT_17408,0.84,0.21,112,112,1,114,7.616071429,3,13.44608556,5,1983,1994,12,12,0,0.00546,0.0328,0.0255,0.026,0.0074,0.00615
g2749,USGS-07252406,35.47258526,-93.812974,"ARK RIVER AT OZARK DAM AT OZARK, ARK.",United States,North America,DO_10741,0.85,0.12,221,221,3,16.9,9.433031674,9.2,2.422234945,3.2,1974,1994,21,21,0,0.0082,0.0355,0.0288,0.0301,0.00584,0.00546,WT_17409,0.87,0.16,225,225,2,183,28.77777778,21,22.84994616,23,1974,1994,21,21,0,0.0082,0.0355,0.0293,0.0301,0.00593,0.00546
g2750,USGS-07256040,35.2923104,-93.7379732,"SHORT MOUNTAIN CREEK WEST OF PARIS, ARK",United States,North America,DO_10742,0.78,0.18,64,64,4.1,12.9,9.1046875,8.85,2.042829479,3.075,1986,1993,8,8,0,0.00546,0.0301,0.0219,0.0273,0.00958,0.00888,WT_17410,0.82,0.19,66,66,1,45,5.909090909,4,7.197707483,4.75,1986,1993,8,8,0,0.00273,0.0328,0.0225,0.0273,0.0117,0.0102
g2751,USGS-07256046,35.3098101,-93.7438066,"SHORT MOUNTAIN CREEK NORTH OF PARIS, ARK",United States,North America,DO_10743,0.8,0.15,79,79,1,13,7.058227848,7.3,3.31653231,5.4,1986,1994,9,9,0,0.0082,0.0301,0.024,0.0273,0.00652,0.00546,WT_17411,0.87,0.42,85,85,1,78,15.14117647,12,13.29711116,11,1986,1994,9,9,0,0.00273,0.0328,0.0258,0.0273,0.00948,0.0082
g2752,USGS-07257006,35.5058333,-93.1813889,"Big Piney Creek at Highway 164 near Dover, AR",United States,North America,DO_10746,0.82,0.17,118,118,3.1,14.3,9.911864407,9.85,1.917983694,2.4,1983,1994,12,12,0,0.00273,0.0328,0.0269,0.0301,0.00855,0.00683,WT_17412,0.67,0.05,97,97,1,332,8.865979381,2,37.94283773,3,1983,1994,12,12,0,0.00546,0.0301,0.0221,0.0232,0.00759,0.0082
g2753,USGS-07257690,35.4109156,-93.1337856,"ILLINOIS BAYOU NEAR DOVER, AR",United States,North America,DO_10756,0.82,0.17,118,118,3.5,14.2,9.425423729,9.25,2.085037721,2.9,1983,1994,12,12,0,0.00273,0.0328,0.0269,0.0301,0.00855,0.00683,WT_17414,0.76,0.08,110,110,1,278,9.363636364,3,31.83118524,3,1983,1994,12,12,0,0.00546,0.0328,0.025,0.026,0.00688,0.00342
g2754,USGS-07258000,35.2261111,-93.1494444,"Arkansas River at Dardanelle, AR",United States,North America,DO_10766,0.61,0.06,262,262,4.8,15.6,9.608778626,9.6,2.55463654,4.2,1962,1994,33,25,8,0.00546,0.0437,0.0286,0.0301,0.00723,0.00546,WT_17416,0.82,0.13,223,223,5,401,26.18834081,19,30.30339006,16,1974,1994,21,21,0,0.0082,0.0355,0.029,0.0328,0.00741,0.00273
g2755,USGS-07258015,35.22869607,-93.143786,"WHIG CREEK NEAR DARDANELLE, ARK",United States,North America,DO_10768,0.83,0.21,84,84,3.1,12.1,7.363095238,7.3,2.257665911,3.25,1986,1994,9,9,0,0.00546,0.0328,0.0255,0.0301,0.00842,0.0082,WT_17417,0.88,0.27,90,90,3,156,18.35555556,12,22.3558107,10.75,1986,1994,9,9,0,0.0082,0.0328,0.0273,0.0301,0.00785,0.0082
g2756,USGS-07258500,35.10694444,-93.9236111,"Petit Jean River near Booneville, AR",United States,North America,DO_10770,0.84,0.12,217,217,1.2,13.7,7.882488479,7.7,2.678872635,4.1,1974,1994,21,21,0,0.0082,0.0355,0.0282,0.0301,0.00631,0.00546,WT_17419,0.89,0.16,226,226,2,457,25.75663717,14,47.44145468,15,1974,1994,21,21,0,0.0082,0.0383,0.0294,0.0328,0.00691,0.00273
g2757,USGS-07260020,34.9995366,-93.514635,"DUTCH CREEK AT SHARK, AR",United States,North America,DO_10777,0.81,0.17,116,116,0.2,13,7.613793103,7.95,2.965919362,4.75,1984,1994,11,11,0,0.0219,0.0328,0.0288,0.0301,0.0043,0.00683,WT_17423,0.86,0.25,126,126,1,188,13.07142857,7,23.18833451,8.75,1983,1994,12,12,0,0.00273,0.0328,0.0287,0.0328,0.00876,0.0041
g2758,USGS-07260620,35.1600875,-93.2924023,"Chickalah Creek near Chickalah, AR",United States,North America,DO_10779,0.82,0.17,117,117,0.1,13.4,7.445299145,7.9,3.43213756,5.8,1984,1994,11,11,0,0.0219,0.0328,0.0291,0.0301,0.00392,0.00273,WT_17424,0.86,0.25,125,125,2,114,12.728,9,15.94110936,9,1983,1994,12,12,0,0.00273,0.0355,0.0285,0.0314,0.00875,0.0041
g2759,USGS-07260640,35.07416667,-93.2,"Petit Jean River near Centerville, AR",United States,North America,DO_10780,0.89,0.18,108,108,4.1,13,7.809259259,7.15,2.354099111,3.75,1974,1983,10,10,0,0.0164,0.0328,0.0295,0.0314,0.00528,0.00273,WT_17425,0.88,0.11,107,107,1,427,57.02803738,46,57.12886095,38,1974,1983,10,10,0,0.0164,0.0328,0.0292,0.0301,0.00516,0.00273
g2760,USGS-07260660,35.12397384,-92.786555,"AR River @ Dam No.9 near Oppelo, AR",United States,North America,DO_10781,0.84,0.09,227,227,3.6,14.2,9.486343612,9.2,2.042391087,2.95,1974,1994,21,21,0,0.0082,0.0355,0.0295,0.0328,0.00602,0.00273,WT_17426,0.87,0.13,236,236,1,153,25.98305085,20,19.89327184,20,1974,1994,21,21,0,0.0082,0.0355,0.0307,0.0328,0.00585,0.00273
g2761,USGS-07260675,35.25452697,-92.894057,"WHITE OAK CREEK NEAR ATKINS, AR",United States,North America,DO_10786,0.8,0.15,115,115,0.1,25.9,8.424347826,8.4,3.2877655,3.75,1983,1994,12,12,0,0.00273,0.0328,0.0262,0.0287,0.00819,0.0041,WT_17427,0.86,0.15,125,125,1,306,36.504,22,47.02064989,33,1983,1994,12,12,0,0.00546,0.0355,0.0285,0.0301,0.00794,0.0041
g2762,USGS-07261250,35.1147222,-92.5247222,"Cadron Creek West of Conway, AR",United States,North America,DO_10790,0.45,0.09,116,116,3.1,12.9,8.298275862,8.45,2.179388935,3.15,1963,1983,21,14,7,0.00273,0.0328,0.0226,0.0287,0.0127,0.0212,WT_17429,0.82,0.1,111,111,4,210,30.23423423,26,23.61469302,15,1973,1983,11,11,0,0.00546,0.0328,0.0276,0.0301,0.00824,0.00683
g2763,USGS-07261260,35.0772222,-92.5397222,"AR River @ Toad Suck Ferry Dam near Conway, AR",United States,North America,DO_10791,0.8,0.1,213,213,5.5,14.1,9.621126761,9.3,1.884638659,2.7,1974,1994,21,21,0,0.0082,0.0328,0.0277,0.0301,0.00698,0.00546,WT_17430,0.84,0.18,223,223,1,194,28.24215247,22,24.08514586,22,1974,1994,21,21,0,0.0082,0.0328,0.029,0.0328,0.00736,0.00273
g2764,USGS-07261500,34.8725,-93.6572222,"Fourche LaFave River Near Gravelly, AR",United States,North America,DO_10793,0.81,0.09,220,220,2.6,20.3,9.368181818,9.05,2.151284285,2.85,1974,1994,21,21,0,0.0109,0.0355,0.0286,0.0301,0.00615,0.00546,WT_17431,0.83,0.13,225,225,1,112,8.346666667,5,12.81652115,5,1974,1994,21,21,0,0.0137,0.0355,0.0293,0.0328,0.00561,0.00546
g2765,USGS-07262985,34.8712024,-93.1107344,"SOUTH FOURCHE LA FAVE RIVER AT HOLLIS, AR",United States,North America,DO_10804,0.81,0.12,113,113,2.8,13.5,8.630973451,8.4,2.176295987,3.2,1984,1994,11,11,0,0.0219,0.0328,0.0281,0.0301,0.00388,0.0041,WT_17432,0.83,0.12,120,120,1,68,9.725,6,11.95999108,6.25,1983,1994,12,12,0,0.00273,0.0328,0.0273,0.0301,0.0084,0.00205
g2766,USGS-07263150,34.97842126,-92.6484964,"FOURCHE LAFAVE RIVER NR BIGELOW, ARK.",United States,North America,DO_10806,0.86,0.18,105,105,3,13,7.721904762,7.4,2.596335471,4.1,1974,1983,10,10,0,0.0082,0.0328,0.0287,0.0314,0.00765,0.00273,WT_17434,0.84,0.12,102,102,2,245,32.8627451,28,28.72230968,19.25,1974,1983,10,10,0,0.0082,0.0328,0.0279,0.0301,0.00738,0.0041
